DATE,SESSION,TYPE_START,FROM,TO,LOCATION,SESSION_NUM,TYPE,TOPIC,CHAIR,CHAIR_CL,CHAIR_CONFIRMED,SPEAKER,TITLE,ABSTRACT,ABSTRACT_CL,REFERENCES,SPEAKER1,SPEAKER2,AFF1,AFF2,AUTHORS,TOPIC_REASSIGNED
7/31/2023,B,1:30 PM,2:30 PM,3:00 PM,Aliber 107,4,Parallel Session,Optimal Control and Optimization I,Bin Li,Bin Li,TRUE,Bin Li,Risk-Sharing Pricing of Variable Annuities Within a Principal-Agent Framework," We propose a new risk-sharing pricing approach of variable annuities within a principal-agent framework where an insurer (principal) is the contract provider and a policyholder (agent) is the follower having the surrender option. While the risk neutral pricing approach adopted in the existing literature leads to signi?cantly higher fees and more frequent surrendering than market observations, this new risk-sharing pricing approach reconciles the misalignment between theoretical results and market observations.","We propose a new risk-sharing pricing approach of variable annuities within a principal-agent framework where an insurer (principal) is the contract provider and a policyholder (agent) is the follower having the surrender option. While the risk neutral pricing approach adopted in the existing literature leads to signi?cantly higher fees and more frequent surrendering than market observations, this new risk-sharing pricing approach reconciles the misalignment between theoretical results and market observations.", ,Bin Li, ,University of Waterloo,,,Optimal control and optimization
7/31/2023,B,1:30 PM,1:30 PM,2:00 PM,Aliber 108,5,Parallel Session,Education and Professional Development I,Russell Hendel,Russell Hendel,TRUE,Jeffrey Zheng,Educational Technology Tools (Including ChatGPT) That Enhance the Student Experience (and Make Your Life Easier!),"As technology continues to evolve and impact our daily lives, it is increasingly important to incorporate educational technology tools in the classroom to enhance the student experience and streamline educators' workflow.  Given the sheer volume of options available, what can both save you time as an educator, while boosting student learning and engagement?  This session will include a sampling of ideas of tools related to course management, content delivery, feedback, visualization, collaboration, polling, discussion.  Some of these resources can be used in the classroom, while others improve interactivity and efficiency outside of the classroom.  Given the rise of AI, the session will engage attendees in an interactive discussion of how ChatGPT can be used as a positive force in education, such as providing personalized feedback, instead of solely serving as a source of plagiarism anxiety.
Pre-Session Homework: Which 1 sentence in this abstract was written by ChatGPT?","As technology continues to evolve and impact our daily lives, it is increasingly important to incorporate educational technology tools in the classroom to enhance the student experience and streamline educators' workflow. Given the sheer volume of options available, what can both save you time as an educator, while boosting student learning and engagement? This session will include a sampling of ideas of tools related to course management, content delivery, feedback, visualization, collaboration, polling, discussion. Some of these resources can be used in the classroom, while others improve interactivity and efficiency outside of the classroom. Given the rise of AI, the session will engage attendees in an interactive discussion of how ChatGPT can be used as a positive force in education, such as providing personalized feedback, instead of solely serving as a source of plagiarism anxiety.
Pre-Session Homework: Which 1 sentence in this abstract was written by ChatGPT?",,Jeffrey Zheng, ,Temple University,,,Education and Professional Development I
7/31/2023,B,1:30 PM,2:00 PM,2:30 PM,Aliber 108,5,Parallel Session,Education and Professional Development I,Russell Hendel,Russell Hendel,TRUE,John Sang Jin Kang,Artificial Intelligence (AI): An Ally or a Foe for the Actuarial Education?,"The surge of the artificial intelligence (AI) drastically changes the the educational practices in the post-secondary education institute: including the fear about the impact of the academic integrity, the dilemma of ethics in education, but the opportunities of innovative teaching practice and assessments.
Inspired by Dr. Sarah Eaton's talk on the pre-conference workshop ""Academic Integrity in an Age of Educational Transformation (or: Why Robots Won’t Inherit the Earth)"" during the Conference on Post-secondary Learning and Teaching by the Taylor Institute of Teaching and Learning in the University of Calgary, I would like to share how the AI gives potential impact on teaching and learning practice in the actuarial education. This talk allows the opportunities for the participants to share their sentiment and to engage in the dialogue for the readiness to this emerging tool. In addition, the strive of professionalism and daily ethical practice provides the safeguard for teaching and learning practice on using the AI tools.
This talk is the beginning step for articulating the Scholars of Teaching and Learning (SoTL) for the issue of the ethical practice of using the AI in the actuarial science and data science.","The surge of the artificial intelligence (AI) drastically changes the the educational practices in the post-secondary education institute: including the fear about the impact of the academic integrity, the dilemma of ethics in education, but the opportunities of innovative teaching practice and assessments.
Inspired by Dr. Sarah Eaton's talk on the pre-conference workshop ""Academic Integrity in an Age of Educational Transformation (or: Why Robots Won’t Inherit the Earth)"" during the Conference on Post-secondary Learning and Teaching by the Taylor Institute of Teaching and Learning in the University of Calgary, I would like to share how the AI gives potential impact on teaching and learning practice in the actuarial education. This talk allows the opportunities for the participants to share their sentiment and to engage in the dialogue for the readiness to this emerging tool. In addition, the strive of professionalism and daily ethical practice provides the safeguard for teaching and learning practice on using the AI tools.
This talk is the beginning step for articulating the Scholars of Teaching and Learning (SoTL) for the issue of the ethical practice of using the AI in the actuarial science and data science.",,John Sang Jin Kang, ,University of Calgary,,,Education and Professional Development I
7/31/2023,B,1:30 PM,2:30 PM,3:00 PM,Aliber 108,5,Parallel Session,Education and Professional Development I,Russell Hendel,Russell Hendel,TRUE,Russell Hendel,The Syllabus as an Instructional Aid for Complex Problem Solving,"The course syllabus serves varied functions [4] including being a: i) contract between the university, the instructor, and student, ii) means of achieving uniformity and accountability across multiple sections of the same course taught by different instructors, iii) means of evaluating the readiness of transfer students from other universities to take courses having certain prerequisites, iv) means of evaluation of an instructor's and institution's compliance with required coverage of certain topics enabling various recognitions, statuses, promotions, and certifications, v) permanent record that future faculty can use when teaching the course, and vi) a schedule of topics and exams useful for instructors and students to plan.

This article studies the syllabus as a dynamic interactive teaching tool that informs and is informed by both solutions of complex course problems and student difficulties with these problems. 

Two examples are presented: i) By considering the prerequisite sequence of modules needed to solve complex problems, the course problems can shape and help create the syllabus design; ii) by skillfully using lessons learned in sub-tasking the component parts of a problem solution, the syllabus dynamically grows enabling significant increase in student learning, retention, and satisfaction. The techniques reviewed enable a deeper understanding of goal-setting, the process by which optimal sub-tasking of component parts of a solution is achieved.","The course syllabus serves varied functions [4] including being a: i) contract between the university, the instructor, and student, ii) means of achieving uniformity and accountability across multiple sections of the same course taught by different instructors, iii) means of evaluating the readiness of transfer students from other universities to take courses having certain prerequisites, iv) means of evaluation of an instructor's and institution's compliance with required coverage of certain topics enabling various recognitions, statuses, promotions, and certifications, v) permanent record that future faculty can use when teaching the course, and vi) a schedule of topics and exams useful for instructors and students to plan.

This article studies the syllabus as a dynamic interactive teaching tool that informs and is informed by both solutions of complex course problems and student difficulties with these problems. 

Two examples are presented: i) By considering the prerequisite sequence of modules needed to solve complex problems, the course problems can shape and help create the syllabus design; ii) by skillfully using lessons learned in sub-tasking the component parts of a problem solution, the syllabus dynamically grows enabling significant increase in student learning, retention, and satisfaction. The techniques reviewed enable a deeper understanding of goal-setting, the process by which optimal sub-tasking of component parts of a solution is achieved.",,Russell Hendel, ,Towson University,,,Education and Professional Development I
7/31/2023,C,3:00 PM,3:00 PM,3:20 PM,Aliber Hall,NA,Coffee Break,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/31/2023,C,3:20 PM,3:20 PM,4:20 PM,Aliber 101,1,Parallel Session,(Invited Session) Casualty Actuarial Society Invited Session,Linfeng Zhang,Linfeng Zhang,TRUE,Peng Shi and Brian Fanin,Unlocking the Value of CAS Research,"In today’s actuarial profession, practical research plays a pivotal role in driving progress and innovation. The session aims to educate participants about the fundamental role of CAS research initiatives across its many publications, with special attention paid to contributions to Variance, CAS’s peer-reviewed journal, and research in the ratemaking specialty. The session will also highlight opportunities for researchers and institutions to contribute to the CAS’s research catalogue.","In today’s actuarial profession, practical research plays a pivotal role in driving progress and innovation. The session aims to educate participants about the fundamental role of CAS research initiatives across its many publications, with special attention paid to contributions to Variance, CAS’s peer-reviewed journal, and research in the ratemaking specialty. The session will also highlight opportunities for researchers and institutions to contribute to the CAS’s research catalogue.", ,Peng Shi,Brian Fanin,, , ,Casualty Actuarial Society Invited Session
7/31/2023,C,3:20 PM,3:20 PM,3:50 PM,Aliber 102,2,Parallel Session,"Blockchain, Telematics, and InsurTech I",Xiaochen Jing,Xiaochen Jing,TRUE,Panyi Dong,Privacy-Preserving Collaborative Information Sharing Through Federated Learning – A Case of the Insurance Industry," The report proposes the first comprehensive analysis to unlock restricting financial data by harnessing the value of Federated Learning (FL) in the insurance industry through sharing industry-level insights and expertise while enhancing privacy. The application of FL addresses two of the most pressing concerns: limited data volume and data variety, which are caused by privacy concerns, the rarity of claim events, and the lack of informative rating factors, etc. in the insurance industry. Specifically, through collaborations among insurance companies and cooperation between insurance companies and InsurTech, each private ""data owner"" trains a model locally using only their data, which is then shared with the central ""aggregation server"" to create a consensus model with accumulated knowledge from all ""data owners."" Additionally, the open-source framework, OpenFL, used in our experiments is designed so that it can be run using confidential computing and with additional algorithmic protection against information leakage via the shared model updates. This proposed FL method can create a more comprehensive picture of risk assessment of policyholders' status with unprecedented effectiveness and efficiency in forecasting claim losses for small and mid-sized insured businesses. This approach enables machine learning innovations even in cases where data centers or computing servers cannot collect centralized datasets, making it a privacy-enhancing collaborative learning technique that addresses the challenges posed by the sensitivity and privacy of data in traditional machine learning solutions. This paper's application of FL can also be expanded to other areas, including fraud detection, catastrophe modeling, etc., that have similar concerns incorporating data privacy and machine learning strategies. Our framework and empirical results provide a foundation for future collaborations among insurers, regulators, academic researchers, and InsurTech experts.","The report proposes the first comprehensive analysis to unlock restricting financial data by harnessing the value of Federated Learning (FL) in the insurance industry through sharing industry-level insights and expertise while enhancing privacy. The application of FL addresses two of the most pressing concerns: limited data volume and data variety, which are caused by privacy concerns, the rarity of claim events, and the lack of informative rating factors, etc. in the insurance industry. Specifically, through collaborations among insurance companies and cooperation between insurance companies and InsurTech, each private ""data owner"" trains a model locally using only their data, which is then shared with the central ""aggregation server"" to create a consensus model with accumulated knowledge from all ""data owners."" Additionally, the open-source framework, OpenFL, used in our experiments is designed so that it can be run using confidential computing and with additional algorithmic protection against information leakage via the shared model updates. This proposed FL method can create a more comprehensive picture of risk assessment of policyholders' status with unprecedented effectiveness and efficiency in forecasting claim losses for small and mid-sized insured businesses. This approach enables machine learning innovations even in cases where data centers or computing servers cannot collect centralized datasets, making it a privacy-enhancing collaborative learning technique that addresses the challenges posed by the sensitivity and privacy of data in traditional machine learning solutions. This paper's application of FL can also be expanded to other areas, including fraud detection, catastrophe modeling, etc., that have similar concerns incorporating data privacy and machine learning strategies. Our framework and empirical results provide a foundation for future collaborations among insurers, regulators, academic researchers, and InsurTech experts.", ,Panyi Dong, ,University of Illinois Urbana-Champaign,,,"Blockchain, Telematics, and InsurTech II"
7/31/2023,C,3:20 PM,3:50 PM,4:20 PM,Aliber 102,2,Parallel Session,"Blockchain, Telematics, and InsurTech I",Xiaochen Jing,Xiaochen Jing,TRUE,Xiaochen Jing,Capacity Pricing in Decentralized Insurance,"The Proof-of-Stake (PoS) consensus from blockchain technology has recently gained significant attention due to its advantages in energy efficiency, decentralization, and scalability. While PoS validators stake to validate transactions and resolve disputes, the same mechanism has been 	introduced to decentralized insurance for risk and claim assessment purposes. Although stakers have a financial incentive to act honestly because they have staked their own funds as collateral, the existing pricing mechanisms in decentralized insurance networks do not adequately account for the underlying riskiness, resulting in consistent losses for the business. In this paper, we explore a new on-chain pricing model that takes both the market demand and staking capacity into consideration. While it mitigates the underpricing problem, the new mechanism relies solely on staking pool managers’ expertise to uncover riskiness and may cause unintended managerial behaviors related to capacity management and competition.","The Proof-of-Stake (PoS) consensus from blockchain technology has recently gained significant attention due to its advantages in energy efficiency, decentralization, and scalability. While PoS validators stake to validate transactions and resolve disputes, the same mechanism has been 	introduced to decentralized insurance for risk and claim assessment purposes. Although stakers have a financial incentive to act honestly because they have staked their own funds as collateral, the existing pricing mechanisms in decentralized insurance networks do not adequately account for the underlying riskiness, resulting in consistent losses for the business. In this paper, we explore a new on-chain pricing model that takes both the market demand and staking capacity into consideration. While it mitigates the underpricing problem, the new mechanism relies solely on staking pool managers’ expertise to uncover riskiness and may cause unintended managerial behaviors related to capacity management and competition.",,Xiaochen Jing, ,University of Illinois at Urbana-Champaign,,,"Blockchain, Telematics, and InsurTech II"
7/31/2023,C,3:20 PM,3:20 PM,3:50 PM,Aliber 103,3,Parallel Session,Risk Modeling and Measurement I,Nariankadu Shymalkuma,Nariankadu Shymalkuma,TRUE,Rui Zhou,A Probabilistic Risk Analysis Framework for Biofouling Insurance Pricing," This paper presents a research framework to develop a probabilistic risk analysis for biofouling insurance pricing. The proposed biofouling insurance is mandatory for all vessels entering Australian ports. It is designed to promote preventative measures and mitigate the introduction of non-indigenous marine species (NIMS) to Australia. We establish a risk-based pricing framework that incorporates the expenses associated with monitoring biofouling risk and the response losses resulting from NIMS incursions. This study synergizes actuarial techniques and scientific findings to develop a biofouling insurance pricing model. The proposed approach involves: (1) developing a probabilistic method to analyze biofouling risk, generating incursion scenarios and evaluating potential losses, and (2) applying actuarial principles to determine premiums for individual vessels based on their riskiness and the loss distribution derived from the probabilistic risk analysis. By leveraging existing research and expert judgement to address data gaps, this study seeks to establish a comprehensive framework for biofouling insurance pricing that incentivizes ship owners to implement more effective preventive measures.","This paper presents a research framework to develop a probabilistic risk analysis for biofouling insurance pricing. The proposed biofouling insurance is mandatory for all vessels entering Australian ports. It is designed to promote preventative measures and mitigate the introduction of non-indigenous marine species (NIMS) to Australia. We establish a risk-based pricing framework that incorporates the expenses associated with monitoring biofouling risk and the response losses resulting from NIMS incursions. This study synergizes actuarial techniques and scientific findings to develop a biofouling insurance pricing model. The proposed approach involves: (1) developing a probabilistic method to analyze biofouling risk, generating incursion scenarios and evaluating potential losses, and (2) applying actuarial principles to determine premiums for individual vessels based on their riskiness and the loss distribution derived from the probabilistic risk analysis. By leveraging existing research and expert judgement to address data gaps, this study seeks to establish a comprehensive framework for biofouling insurance pricing that incentivizes ship owners to implement more effective preventive measures.", ,Rui Zhou, ,University of Melbourne,,,Risk modeling and measurement III
7/31/2023,C,3:20 PM,3:50 PM,4:20 PM,Aliber 103,3,Parallel Session,Risk Modeling and Measurement I,Nariankadu Shymalkuma,Nariankadu Shymalkuma,TRUE,Vytaras Brazauskas,Measuring Discrete Risks on Infinite Domains," To accommodate numerous practical scenarios, in this paper we extend statistical inference for smoothed quantile estimators from finite domains to infinite domains. We accomplish the task with the help of a newly designed truncation methodology for discrete loss distributions with infinite domains. A simulation study illustrates the methodology in the case of  several distributions, such as Poisson, negative binomial, and their zero inflated versions, which are commonly used in insurance industry to model claim frequencies. Additionally, we propose a very flexible bootstrap-based approach for the use in practice. Using automobile accident data and their modifications, we compute what we have termed the conditional five number summary (C5NS) for the tail risk and construct confidence intervals for each of the five quantiles making up C5NS, and then calculate the tail probabilities. The results show that the smoothed quantile approach classifies the tail riskiness of portfolios not only more accurately but also produces lower coefficients of variation in the estimation of tail probabilities than those obtained using the linear interpolation approach.","To accommodate numerous practical scenarios, in this paper we extend statistical inference for smoothed quantile estimators from finite domains to infinite domains. We accomplish the task with the help of a newly designed truncation methodology for discrete loss distributions with infinite domains. A simulation study illustrates the methodology in the case of several distributions, such as Poisson, negative binomial, and their zero inflated versions, which are commonly used in insurance industry to model claim frequencies. Additionally, we propose a very flexible bootstrap-based approach for the use in practice. Using automobile accident data and their modifications, we compute what we have termed the conditional five number summary (C5NS) for the tail risk and construct confidence intervals for each of the five quantiles making up C5NS, and then calculate the tail probabilities. The results show that the smoothed quantile approach classifies the tail riskiness of portfolios not only more accurately but also produces lower coefficients of variation in the estimation of tail probabilities than those obtained using the linear interpolation approach.", ,Vytaras Brazauskas, ,University of Wisconsin-Milwaukee,,,Risk modeling and measurement I
7/31/2023,C,3:20 PM,3:20 PM,3:50 PM,Aliber 107,4,Parallel Session,P & C Insurance,Wei Wei,Wei Wei,TRUE,Spark Tseung,Improving a Posteriori Risk Classification and Ratemaking With Random Effects in the Mixture of Experts Model," In the underwriting and pricing of non-life insurance products, it is essential for the insurer to utilize both policyholder information and claim history. We apply a flexible regression model with random effects, called the Mixed LRMoE to categorize policyholders into groups with similar risk profiles, and to determine a premium that accurately captures the unobserved risks. Our proposed framework is shown to outperform the classical benchmark models (Logistic and Lognormal GL(M)M) in terms of goodness-of-fit to data, while offering intuitive and interpretable characterization of policyholders' risk profiles to adequately reflect their claim history.","In the underwriting and pricing of non-life insurance products, it is essential for the insurer to utilize both policyholder information and claim history. We apply a flexible regression model with random effects, called the Mixed LRMoE to categorize policyholders into groups with similar risk profiles, and to determine a premium that accurately captures the unobserved risks. Our proposed framework is shown to outperform the classical benchmark models (Logistic and Lognormal GL(M)M) in terms of goodness-of-fit to data, while offering intuitive and interpretable characterization of policyholders' risk profiles to adequately reflect their claim history.", ,Spark Tseung, ,University of Toronto,,,P & C insurance
7/31/2023,C,3:20 PM,3:50 PM,4:20 PM,Aliber 107,4,Parallel Session,P & C Insurance,Wei Wei,Wei Wei,TRUE,Raïssa Coulibaly,Bonus-Malus Scale Models for Claim Severities and Total Claim Amount," In recent literature, Boucher (2022) used Bonus-Malus Scales (BMS) models to model the decrease and increase in premiums for respectively to policyholders who do not claim and who claim. His paper shows that the BMS models have an excellent quality of adjustment and prediction compared to the classical pricing models using panel data. While Boucher (2022) focuses only on modeling the annual claims number of a contract, our project aims to generalize the approach to cover the modeling of the yearly loss cost of this contract. Based on the recent paper by Delong and al. (2022), two distinct approaches to loss cost modeling are investigated. So, first, we present the BMS models using a frequency-severity approach (Poisson-gamma). Second, we consider the BMS models using the loss cost distribution (Tweedie) directly. Thus, our proposed BMS models generalize Delong and al. (2022) to include a predictive pricing component based on past claims history. The models are applied to a sample of data from the portfolio of a major insurance company in Canada. An analysis of data fit and predictability is performed. We show that the studied models are exciting alternatives to consider from a practical point of view and how predictive pricing models can address some important practical considerations.","In recent literature, Boucher (2022) used Bonus-Malus Scales (BMS) models to model the decrease and increase in premiums for respectively to policyholders who do not claim and who claim. His paper shows that the BMS models have an excellent quality of adjustment and prediction compared to the classical pricing models using panel data. While Boucher (2022) focuses only on modeling the annual claims number of a contract, our project aims to generalize the approach to cover the modeling of the yearly loss cost of this contract. Based on the recent paper by Delong and al. (2022), two distinct approaches to loss cost modeling are investigated. So, first, we present the BMS models using a frequency-severity approach (Poisson-gamma). Second, we consider the BMS models using the loss cost distribution (Tweedie) directly. Thus, our proposed BMS models generalize Delong and al. (2022) to include a predictive pricing component based on past claims history. The models are applied to a sample of data from the portfolio of a major insurance company in Canada. An analysis of data fit and predictability is performed. We show that the studied models are exciting alternatives to consider from a practical point of view and how predictive pricing models can address some important practical considerations.", ,Raïssa Coulibaly, ,UQAM,,,P & C insurance
7/31/2023,C,3:20 PM,3:20 PM,3:50 PM,Aliber 108,5,Parallel Session,Climate Risk and Sustainability II,Lisa Gao,Lisa Gao,TRUE,Jiayi Guo and Xiaoying Zhang,Estimating the Climate-Change Impact on a Fixed Income Investment Portfolio Due to Physical and Transitional Risks,"In light of the rapid and notable changes in the global climate, it is crucial to acknowledge the potential implications for financial markets and investments. Therefore, in this study, we develop a flexible mathematical model to evaluate the fundamental climate risks within fixed-income investment portfolios, offering insights applicable to finance and sustainability. Our bond-type agnostic model incorporates an explicit dependence structure among physical risk factors through the utilization of a t copula. Furthermore, based on the National Financial Global Scenarios (NFGS) and the Intergovernmental Panel on Climate Change (IPCC) pathways, we obtain coherent risk measures, such as stress tests using conditional value-at-risk (TVaR), under various scenarios. In this study, we selected the Philippines as the primary subject due to its high vulnerability to and frequent exposure to extreme natural hazards.","In light of the rapid and notable changes in the global climate, it is crucial to acknowledge the potential implications for financial markets and investments. Therefore, in this study, we develop a flexible mathematical model to evaluate the fundamental climate risks within fixed-income investment portfolios, offering insights applicable to finance and sustainability. Our bond-type agnostic model incorporates an explicit dependence structure among physical risk factors through the utilization of a t copula. Furthermore, based on the National Financial Global Scenarios (NFGS) and the Intergovernmental Panel on Climate Change (IPCC) pathways, we obtain coherent risk measures, such as stress tests using conditional value-at-risk (TVaR), under various scenarios. In this study, we selected the Philippines as the primary subject due to its high vulnerability to and frequent exposure to extreme natural hazards.",,Jiayi Guo, Xiaoying Zhang,Department of Mathematics of UIUC (Actuarial Science),,,Climate risk and sustainability II
7/31/2023,C,3:20 PM,3:50 PM,4:20 PM,Aliber 108,5,Parallel Session,Climate Risk and Sustainability II,Lisa Gao,Lisa Gao,TRUE,Esther Boyle,Joint Loss Model for Convective Storm Property Damage: Matrix Variate Time Series Bilinear Factor Analysis Approach,"While there are a multitude of models in the literature to quantify losses due to natural hazards, studies focused on joint losses from convective storms are lacking. This research investigates the spatio-temporal loss distribution resulting from convective storms across the United States. Our developed matrix variate bilinear factor analyzer model allows for simultaneous modeling of losses associated with different perils across space and time, allowing for correlation in losses. The factor based approach is able to account for unforeseen forces that drive joint losses. By drawing on county level spatio-temporal disaster data going back to 1960, we will capture evolving joint loss patterns over time and forecast future losses.","While there are a multitude of models in the literature to quantify losses due to natural hazards, studies focused on joint losses from convective storms are lacking. This research investigates the spatio-temporal loss distribution resulting from convective storms across the United States. Our developed matrix variate bilinear factor analyzer model allows for simultaneous modeling of losses associated with different perils across space and time, allowing for correlation in losses. The factor based approach is able to account for unforeseen forces that drive joint losses. By drawing on county level spatio-temporal disaster data going back to 1960, we will capture evolving joint loss patterns over time and forecast future losses.",,Esther Boyle, ,Arizona State University,,,Climate risk and sustainability II
7/31/2023,C,5:00 PM,5:00 PM,7:00 PM,Jasper Winery,NA,Jasper Winery Tour (Shuttle departs from Drake for Jasper Winery at 4:40 PM and 5:10 PM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2023,D,8:30 AM,8:30 AM,9:00 AM,Aliber Hall,NA,Breakfast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2023,D,9:00 AM,9:00 AM,10:00 AM,Aliber 101,1,Keynote Session,NA,Steve Jackson,Steve Jackson,TRUE,Elena Black,The Power of Back-Testing,"As a practical matter, actuaries use models in many everyday tasks, including actuarial valuations, asset liability management studies, healthcare risk scoring, pension plan re-design, and many others. One of the ways of evaluating a model is to examine how it would have worked had it been implemented in the past.  Simple in concept, but too rarely used in practice, back-testing is a powerful tool for validating a model’s strengths, but also for revealing its potential vulnerabilities.

In this presentation, Ms. Black demonstrates the insights that have been gleaned from back-testing in several real-world actuarial modeling exercises including yield curve construction, mortality improvement scales’ models, investment strategies such as liability driven investment or dynamic asset allocations, models for forecasting capital market assumptions, and healthcare risk scoring models. ","As a practical matter, actuaries use models in many everyday tasks, including actuarial valuations, asset liability management studies, healthcare risk scoring, pension plan re-design, and many others. One of the ways of evaluating a model is to examine how it would have worked had it been implemented in the past. Simple in concept, but too rarely used in practice, back-testing is a powerful tool for validating a model’s strengths, but also for revealing its potential vulnerabilities.

In this presentation, Ms. Black demonstrates the insights that have been gleaned from back-testing in several real-world actuarial modeling exercises including yield curve construction, mortality improvement scales’ models, investment strategies such as liability driven investment or dynamic asset allocations, models for forecasting capital market assumptions, and healthcare risk scoring models.",NA,Elena Black,NA,Terry Group,NA,NA,NA
8/1/2023,D,10:00 AM,10:00 AM,10:30 AM,Aliber Hall,NA,Coffee Break,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2023,D,10:30 AM,10:30 AM,11:00 AM,Aliber 101,2,Parallel Session,(Invited Session) In Memory of Dr. Ken Seng Tan,Phelim Boyle and Chengguo Weng,Phelim Boyle and Chengguo Weng,TRUE,Shimeng Huang,Individual Loss Reserving Using Marked Point Process,"Accurate prediction of an insurer’s outstanding liabilities is crucial for maintaining the financial health of the insurance sector. We aim to develop a statistical model for insurers to dynamically forecast unpaid losses by leveraging the granular transaction data on individual claims. The liability cash flow from a single insurance claim is determined by an event process that describes the recurrences of payments, a payment process that generates a sequence of payment amounts, and a settlement process that terminates both the event and payment processes. More importantly, the three components are dependent on one another, which enables the dynamic prediction of an insurer’s outstanding liability. We introduce a copula-based point process framework to model the recurrent events of payment transactions from an insurance claim, where the longitudinal payment amounts and the time-to-settlement outcome are formulated as the marks and the terminal event of the counting process, respectively. The dependencies among the three components are characterized using the method of pair copula constructions. We further develop a stage-wise strategy for parameter estimation and illustrate its desirable properties with numerical experiments.
In the application, we consider a portfolio of property insurance claims for building and contents coverage obtained from a commercial property insurance provider, where we find interesting dependence patterns among the three components. The superior performance of dynamic prediction strategy implied by the proposed joint model enhances the insurer’s decision making in claims reserving and risk financing operations.
","Accurate prediction of an insurer’s outstanding liabilities is crucial for maintaining the financial health of the insurance sector. We aim to develop a statistical model for insurers to dynamically forecast unpaid losses by leveraging the granular transaction data on individual claims. The liability cash flow from a single insurance claim is determined by an event process that describes the recurrences of payments, a payment process that generates a sequence of payment amounts, and a settlement process that terminates both the event and payment processes. More importantly, the three components are dependent on one another, which enables the dynamic prediction of an insurer’s outstanding liability. We introduce a copula-based point process framework to model the recurrent events of payment transactions from an insurance claim, where the longitudinal payment amounts and the time-to-settlement outcome are formulated as the marks and the terminal event of the counting process, respectively. The dependencies among the three components are characterized using the method of pair copula constructions. We further develop a stage-wise strategy for parameter estimation and illustrate its desirable properties with numerical experiments.
In the application, we consider a portfolio of property insurance claims for building and contents coverage obtained from a commercial property insurance provider, where we find interesting dependence patterns among the three components. The superior performance of dynamic prediction strategy implied by the proposed joint model enhances the insurer’s decision making in claims reserving and risk financing operations.
",,Shimeng Huang,,University of Wisconsin-Madison,,,Session in memory of Dr. Ken Seng Tan
8/1/2023,D,10:30 AM,11:00 AM,11:30 AM,Aliber 101,2,Parallel Session,(Invited Session) In Memory of Dr. Ken Seng Tan,Phelim Boyle and Chengguo Weng,Phelim Boyle and Chengguo Weng,TRUE,Yanbin Xu,Borrowing Information Across Space and Time: Pricing Flood Risk With Physics-Based Hierarchical Machine Learning Models,"This paper proposes a physics-based hierarchical deep learning framework for flood risk modeling that integrates high-resolution meteorological and hydraulic data. The framework employs a hierarchical deep learning model structure based on geographical locations. Using the Mississippi River as a laboratory, we demonstrate that the proposed framework outperforms conventional deep learning model benchmarks. We also apply the model-generated risk factors to the national flood insurance program (NFIP) policy and claim dataset to test the risk pricing performance. The risk factor generated by the proposed model not only improves the net premium by better tracking underlying risks, but also lowers the solvency capital requirement. Our global optimization approach allows the model to leverage spatial and temporal information, while the physics-based hierarchical structure improves the interpretability of the deep learning models and addresses the challenges posed by anthropogenic effects in flood risk prediction.","This paper proposes a physics-based hierarchical deep learning framework for flood risk modeling that integrates high-resolution meteorological and hydraulic data. The framework employs a hierarchical deep learning model structure based on geographical locations. Using the Mississippi River as a laboratory, we demonstrate that the proposed framework outperforms conventional deep learning model benchmarks. We also apply the model-generated risk factors to the national flood insurance program (NFIP) policy and claim dataset to test the risk pricing performance. The risk factor generated by the proposed model not only improves the net premium by better tracking underlying risks, but also lowers the solvency capital requirement. Our global optimization approach allows the model to leverage spatial and temporal information, while the physics-based hierarchical structure improves the interpretability of the deep learning models and addresses the challenges posed by anthropogenic effects in flood risk prediction.",,Yanbin Xu,,Nanyang Technological University,,,Session in memory of Dr. Ken Seng Tan
